lat,lon
30.4537604609788,-97.8259508126395
30.4549121005952,-86.6377806538508
30.45652471,-97.82219819
30.45781462,-87.27838237
30.45784577,-97.7967613
30.45953857,-88.96975233
30.46021898,-87.24554969
30.4649988652576,-87.2772441145695
30.4649988652576,-87.2772441145695
30.46718728,-87.22435902
30.46794488,-87.26585142
30.4690642,-87.3072434
30.47003182,-87.17285725
30.4744354806961,-86.5520134805865
30.47674765,-87.19409483
30.4845837667544,-87.174085060333
30.48956037,-87.20112561
30.4895879897597,-97.600495538872
30.48959407,-87.17211496
30.4897081942664,-87.200883157461
30.4920732621508,-87.2235838835204
30.4931133444152,-97.8212958412566
30.4931133444152,-97.8212958412566
30.4931133444152,-97.8212958412566
30.4971835,-87.3184816
30.50450652,-87.17397631
30.50636789,-87.22365654
30.50636789,-87.22365654
30.50636789,-87.22365654
30.50636789,-87.22365654
30.50636789,-87.22365654
30.50636789,-87.22365654
30.5075574,-97.7452776
30.5076731128067,-87.183332084228
30.5114156,-87.18479818
30.51611344,-87.18229303
30.51711268,-87.28098782
30.51711268,-87.28098782
30.5175415,-87.3201388
30.5175488,-87.3201365
30.5234362527435,-86.4994035825283
30.52851276,-87.23262909
30.52890834,-87.21507691
30.52974181,-87.28805939
30.52980404,-87.28774507
30.53083131,-87.22475481
30.5308963987487,-81.7322925643019
30.53286645,-87.23713996
30.53286645,-87.23713996
30.53286645,-87.23713996
30.53456105,-87.24148811
30.53456105,-87.24148811
30.53456105,-87.24148811
30.53456105,-87.24148811
30.53456105,-87.24148811
30.53456105,-87.24148811
30.53456105,-87.24148811
30.5397660235414,-92.8220821966181
30.5397660235414,-92.8220821966181
30.5450101133012,-87.2744563747535
30.5473664945043,-87.3352810502576
30.555044,-93.9299101
30.555044,-93.9299101
30.555044,-93.9299101
30.555044,-93.9299101
30.55637971,-87.26001329
30.5636281,-87.6510103
30.5647584854493,-97.8312738153927
30.5800576,-97.4279532
30.59212313,-87.14728337
30.59697654,-87.15195386
30.5984421518317,-86.9306260779171
30.6011732453716,-87.1265177238827
30.60414757,-86.97190287
30.60677277,-86.95702042
30.60713778,-87.32278703
30.6137848645734,-88.3466443699676
30.6160607,-87.3270285
30.61708233,-94.41578677
30.62184392,-87.04404847
30.6234287470864,-88.1538470183389
30.6234287470864,-88.1538470183389
30.6291525,-87.0511838
30.6312897753707,-88.1343420374016
30.6344535,-87.17027198
30.636881981327,-94.8401307099809
30.636881981327,-94.8401307099809
30.6381282,-86.9750823
30.6532735035618,-87.0401272717425
30.6552249100345,-81.5776115656659
30.66480191,-88.20695352
30.6718814330886,-81.4646104291986
30.674179521733,-88.1744333579333
30.674179521733,-88.1744333579333
30.674179521733,-88.1744333579333
30.67692616,-88.19026373
30.6774165015953,-88.086782405235
30.6821896,-87.0338096
30.68254436,-86.83910055
30.70342928,-86.99124752
30.70772452,-86.55961335
32.8658462900771,-117.2351156975
30.70772452,-86.55961335
30.70891214,-97.7089558
30.73350991,-85.52859082
30.7347899,-97.7304033
30.7347899,-97.7304033
30.7361743654645,-86.5676842452917
30.7365370008896,-87.7848729565087
30.73702262,-86.56615467
30.7484646631317,-86.5557394864118
30.7484646631317,-86.5557394864118
30.7484646631317,-86.5557394864118
30.74884123,-86.55601996
30.76708957,-88.08710638
30.76726646,-86.6736444
30.83402333,-94.15615796
30.84446747,-87.77484614
30.85702317,-86.55421848
30.8678886,-87.0966028
30.89229775,-87.77305482
30.9671875,-87.2673046
31.0650596139184,-98.1855112102423
31.1370624681773,-81.3951909279864
31.174101612497,-81.4725769523118
31.1742811370931,-81.4716865216209
31.33868394,-89.33016737
31.4236542537498,-88.25062447665
31.4463923,-100.4467971
31.56506423,-84.16549616
31.57601508,-84.14935714
31.5819187,-84.127561
31.6176437912803,-84.216948403124
31.6176437912803,-84.216948403124
31.6176437912803,-84.216948403124
31.6176437912803,-84.216948403124
31.6176437912803,-84.216948403124
31.6176437912803,-84.216948403124
31.6176437912803,-84.216948403124
31.6176437912803,-84.216948403124
31.6176437912803,-84.216948403124
31.6176437912803,-84.216948403124
31.6176437912803,-84.216948403124
31.6176437912803,-84.216948403124
31.70471907,-106.19397639
31.71180547,-106.32203493
31.7324793,-83.2851378
31.74159188,-106.39201375
31.75138786,-106.30174076
31.76183721,-106.37394962
31.76385483,-106.36559948
31.76385483,-106.36559948
31.769054461716,-106.369882103459
31.769054461716,-106.369882103459
31.7696322128473,-106.369112581114
31.7696322128473,-106.369112581114
31.7696322128473,-106.369112581114
31.7696322128473,-106.369112581114
31.7749624,-106.2977739
31.78229685,-89.68230634
31.7842635,-84.4466619
31.7958280317108,-87.5065753271696
31.81459411,-106.1997667
31.8148930665708,-106.543708572839
31.8148930665708,-106.543708572839
31.8148930665708,-106.543708572839
31.8148930665708,-106.543708572839
31.8148930665708,-106.543708572839
31.814904297121,-106.543710325922
31.814904297121,-106.543710325922
31.81839437,-106.51663472
31.8310738678359,-106.555283503013
31.87686417,-106.41729494
31.87686417,-106.41729494
31.91609357,-81.29806447
31.9413549,-106.41442711
31.984167108342,-81.1736353487532
31.9847094189994,-81.1711711323833
31.99054341,-106.58460398
32.072600419663,-99.648956749681
32.14488654,-83.87781726
32.24946087,-106.9493265
32.2949862,-106.7577896
32.31180931,-106.77747667
32.31180931,-106.77747667
32.31180931,-106.77747667
32.31180931,-106.77747667
32.32625127,-86.30786418
32.32625127,-86.30786418
32.32625127,-86.30786418
32.32625127,-86.30786418
32.3381108369542,-86.3125729104591
32.37688651,-99.00206015
32.3771077041865,-86.3513543609742
32.37868179,-95.23479654
32.37868179,-95.23479654
32.37868179,-95.23479654
32.37868179,-95.23479654
32.37868179,-95.23479654
32.4093957620171,-104.254670588183
32.42235578,-84.96079094
32.4286411025328,-80.5622980615711
